acousticness,tempo,artist,genre,year,duration_ms,song
0.138,89.661,Nelly Furtado,"hip hop, pop, latin",2000,243160,I'm Like A Bird
0.0227,118.491,One Direction,pop,2013,200106,Best Song Ever
0.053,83.066,Selena Gomez,pop,2014,227360,The Heart Wants What It Wants
0.143,94.948,Outkast,"hip hop, pop",2000,270506,Ms. Jackson
0.103,79.526,Outkast,"hip hop, pop",2003,235213,Hey Ya!
0.00689,162.831,Nelly,"hip hop, pop, R&B",2000,287000,Country Grammar (Hot Shit)
0.00563,125.004,Martin Solveig,"pop, Dance/Electronic",2015,159693,Intoxicated - New Radio Mix
0.312,147.997,NF,"hip hop, pop",2017,212120,Let You Down
0.841,82.803,Enya,"World/Traditional, Folk/Acoustic",2000,218546,Only Time
0.0114,162.991,Playboi Carti,hip hop,2017,181812,Magnolia
0.0411,179.92,t.A.T.u.,pop,2020,214440,All The Things She Said
0.00937,130.889,Black Eyed Peas,"hip hop, pop",2005,239773,Don't Phunk With My Heart
0.0378,100.631,Take That,pop,2010,289359,The Flood
0.0498,100.618,All Saints,pop,2000,268746,Pure Shores
0.0403,97.028,Dua Lipa,pop,2017,217946,IDGAF
0.105,130.0,Jennifer Lopez,"hip hop, pop, R&B",2011,284866,On The Floor
0.0117,175.957,G-Eazy,"hip hop, pop",2017,245386,No Limit
0.00121,132.971,Madonna,pop,2005,281880,Sorry
0.0294,175.015,Jessie J,"hip hop, pop",2011,223053,Price Tag
0.0381,118.014,Robbie Williams,"pop, rock",2005,276603,Tripping
0.835,100.418,Justin Bieber,pop,2015,233720,Love Yourself
0.00117,127.992,Usher,"hip hop, pop, R&B",2012,234693,Scream
0.0422,144.033,MAGIC!,set(),2014,224840,Rude
0.00149,119.854,Madonna,pop,2000,225973,Music
0.00402,139.928,Kendrick Lamar,hip hop,2017,185946,DNA.
0.117,169.994,Taylor Swift,pop,2019,178426,Cruel Summer
0.0939,133.986,AJ Tracey,"hip hop, Dance/Electronic",2019,190537,Ladbroke Grove
0.0108,80.001,T-Pain,"hip hop, pop, R&B",2007,227960,Buy U a Drank (Shawty Snappin') (feat. Yung Joc)
0.307,114.038,Wale,"hip hop, pop, R&B",2013,238826,Bad (feat. Rihanna) - Remix
0.0509,139.631,Coldplay,"rock, pop",2011,278719,Paradise
0.417,75.881,Adele,"pop, R&B",2012,286480,Skyfall
0.0281,95.295,Dr. Dre,hip hop,1999,161506,The Next Episode
0.0572,174.001,Ashlee Simpson,pop,2004,217440,Pieces Of Me
0.00125,126.03,Katy Perry,pop,2012,230746,Last Friday Night (T.G.I.F.)
0.00083,123.925,The Shapeshifters,Dance/Electronic,2004,207066,Lola's Theme - Radio Edit
0.0232,131.925,Girls Aloud,"pop, Dance/Electronic",2012,201590,Something Kinda Ooooh
0.123,78.005,The-Dream,"hip hop, pop, R&B",2009,221920,Rockin' That Shit
0.266,129.911,Duffy,"pop, R&B",2008,219920,Mercy
0.037,123.994,Calvin Harris,"hip hop, pop, Dance/Electronic",2018,214846,One Kiss (with Dua Lipa)
0.162,94.956,iann dior,"hip hop, pop",2019,136568,gone girl
0.00462,140.004,P!nk,pop,2006,208493,Who Knew
0.352,90.268,Bad Meets Evil,"hip hop, pop",2011,303813,Lighters
0.0451,145.042,The Ting Tings,"pop, rock, Dance/Electronic",2008,310573,That's Not My Name
0.00963,119.978,Disclosure,"pop, Dance/Electronic",2013,277687,White Noise
0.976,174.117,Gary Jules,pop,2001,189506,Mad World (Feat. Michael Andrews)
0.152,119.002,DNCE,pop,2016,219146,Cake By The Ocean
0.119,190.097,Ariana Grande,pop,2019,186106,boyfriend (with Social House)
0.271,109.979,Dave,hip hop,2019,241293,Location (feat. Burna Boy)
0.0887,93.967,*NSYNC,pop,2001,253600,Girlfriend
0.019,130.033,will.i.am,"hip hop, pop",2013,283400,Scream & Shout
0.00263,181.982,Migos,"hip hop, pop",2018,190288,Stir Fry
0.544,108.102,Sandi Thom,"World/Traditional, pop",2006,151640,I Wish I Was a Punk Rocker (with Flowers in My Hair)
0.323,126.899,Pedro Capó,"pop, latin",2018,238200,Calma - Remix
0.0585,124.999,Madison Avenue,Dance/Electronic,1999,228140,Don't Call Me Baby
0.0778,101.868,Missy Elliott,"hip hop, pop, R&B",2002,263226,Work It
0.025,127.985,Rihanna,"hip hop, pop, R&B",2011,215226,We Found Love
0.00571,130.581,Creed,"pop, rock, metal",2015,242000,One Last Breath - Radio Version
0.0649,154.07,Basement Jaxx,"pop, Dance/Electronic",2003,282306,Good Luck
0.0248,127.988,Bodyrockers,"rock, Dance/Electronic",2005,200053,I Like The Way - Radio Edit
0.0543,121.223,Sean Kingston,"hip hop, pop, R&B",2010,201946,Eenie Meenie
0.00609,139.956,Fitz and The Tantrums,"pop, rock",2016,193253,HandClap
0.0125,172.976,Christina Aguilera,pop,2006,194213,Candyman
0.216,79.753,James Morrison,"pop, R&B",2006,213173,You Give Me Something
0.607,129.054,Gotye,set(),2011,244884,Somebody That I Used To Know
0.0659,111.572,The Pussycat Dolls,"pop, R&B",2008,218400,I Hate This Part
0.102,88.933,3LW,"pop, R&B",2000,263440,No More (Baby I'ma Do Right)
0.173,91.031,Iyaz,"hip hop, pop",2009,182306,Replay
0.634,128.945,Hozier,"Folk/Acoustic, pop",2014,241688,Take Me To Church
0.00987,114.066,Mark Ronson,pop,2018,217466,Nothing Breaks Like a Heart (feat. Miley Cyrus)
0.046,80.051,Rihanna,"hip hop, pop, R&B",2009,227533,Russian Roulette
0.145,117.0,Sean Paul,"hip hop, pop",2005,213066,We Be Burnin'
0.00107,100.011,Shinedown,"rock, metal",2008,222066,Second Chance
0.00287,126.607,Sugababes,"pop, R&B",2002,236426,Round Round
0.0949,106.328,The Notorious B.I.G.,hip hop,2005,286186,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster"
0.0717,146.559,Mary J. Blige,"pop, R&B",2005,246333,Be Without You - Kendu Mix
0.00312,117.31,Sophie Ellis-Bextor,"pop, Dance/Electronic",2002,230013,Murder On The Dancefloor
0.169,166.01,Afroman,hip hop,2001,197760,Because I Got High
0.0419,105.412,Plies,"hip hop, pop, R&B",2007,255413,Shawty (feat. T Pain)
0.0559,161.109,Destiny's Child,"pop, R&B",2001,254026,Survivor
0.0287,116.98,Miley Cyrus,pop,2010,168213,Can't Be Tamed
0.277,80.021,MiMS,"hip hop, pop",2007,253706,This Is Why I'm Hot
0.181,118.021,James Blunt,pop,2013,238000,Bonfire Heart
0.0807,93.02,Aaliyah,"hip hop, pop, R&B",2002,284000,Try Again
0.0059,123.973,The Saturdays,"pop, Dance/Electronic",2013,220682,What About Us
0.111,135.048,Big Shaq,"pop, Dance/Electronic",2017,186026,Man's Not Hot
0.00344,163.944,Girls Aloud,"pop, Dance/Electronic",2003,221426,Sound Of The Underground
0.00242,120.001,Maroon 5,pop,2012,225066,Daylight
0.0101,129.963,Sammie,"hip hop, pop, R&B",2000,251040,I Like It
0.501,129.014,A Boogie Wit da Hoodie,hip hop,2017,209269,Drowning (feat. Kodak Black)
0.462,100.113,Craig David,"hip hop, pop, R&B",2005,243986,Don't Love You No More (I'm Sorry)
0.0421,85.565,M.O.P.,hip hop,2000,244466,Cold as Ice
0.0369,160.041,Jeremih,"hip hop, pop, R&B",2010,228453,Down On Me
0.00189,105.987,Simply Red,"rock, R&B, Folk/Acoustic, pop",2008,199040,Sunrise
0.00461,142.019,Cascada,"hip hop, pop, Dance/Electronic",2011,199120,Everytime We Touch - Radio Edit
0.0275,138.585,Mumford & Sons,"Folk/Acoustic, rock, pop",2009,245173,Little Lion Man
0.264,126.058,Kendrick Lamar,hip hop,2017,213400,LOVE. FEAT. ZACARI.
0.00166,125.083,Usher,"hip hop, pop, R&B",2010,219986,More - RedOne Jimmy Joker Remix
0.297,86.776,Travie McCoy,"hip hop, pop",2010,211160,Billionaire (feat. Bruno Mars)
0.0345,104.838,Akon,pop,2004,238493,Bananza (Belly Dancer)
0.248,124.91,Ne-Yo,"pop, R&B",2012,251626,Let Me Love You (Until You Learn To Love Yourself)
0.0578,135.998,Lil Nas X,"hip hop, pop",2019,113000,Old Town Road
0.113,114.906,Lady Gaga,pop,2008,208306,Paparazzi
0.00383,114.991,Steve Aoki,"hip hop, pop, Dance/Electronic",2016,198774,Just Hold On
0.000417,130.028,Katy Perry,pop,2012,216160,Part Of Me
0.403,97.865,LeAnn Rimes,"pop, country",2001,215506,Can't Fight The Moonlight
0.0659,111.572,The Pussycat Dolls,"pop, R&B",2008,218400,I Hate This Part
0.0901,106.957,Usher,"hip hop, pop, R&B",2016,210813,Pop Ya Collar - Radio Edit
0.0108,65.997,Jay Sean,"hip hop, pop, R&B",2009,212106,Down
0.0288,124.994,Kylie Minogue,"pop, Dance/Electronic",2001,238266,Love at First Sight
0.343,99.933,Sam Smith,pop,2014,167065,Like I Can
0.327,169.951,Dido,pop,2003,240040,White Flag
0.3,174.915,Bruno Mars,pop,2010,189109,The Lazy Song
0.0149,138.975,Miley Cyrus,pop,2007,190453,See You Again
0.187,140.889,Kelly Rowland,"hip hop, pop, R&B",2011,230560,Motivation
0.0189,143.067,Lupe Fiasco,"hip hop, pop",2011,239613,The Show Goes On
0.0498,103.019,The Chainsmokers,"pop, Dance/Electronic",2017,247160,Something Just Like This
0.000241,129.016,Meck,set(),2005,189800,Thunder in My Heart Again (Radio Edit)
0.503,182.862,Gabrielle,"pop, R&B",2001,196986,Out Of Reach
0.0191,161.905,Gavin DeGraw,"pop, Folk/Acoustic",2008,206000,In Love With a Girl
0.167,99.961,Lorde,"pop, Dance/Electronic",2013,193058,Team
0.0814,95.029,Katy Perry,pop,2017,237733,Chained To The Rhythm
0.0556,86.994,Aaliyah,"hip hop, pop, R&B",2002,230346,More Than A Woman
0.00584,100.011,Natasha Bedingfield,pop,2004,259333,Unwritten
0.093,119.986,Calvin Harris,"hip hop, pop, Dance/Electronic",2016,219159,My Way
0.0163,130.012,3OH!3,"hip hop, pop, rock",2008,192573,DONTTRUSTME
0.103,119.94,Tamia,"pop, R&B",2000,285386,Stranger in My House
0.0964,80.569,2Pac,hip hop,2004,238053,Ghetto Gospel
0.0436,155.788,Rihanna,"hip hop, pop, R&B",2010,267000,Man Down
0.00778,141.153,Zara Larsson,"pop, Dance/Electronic",2017,224030,Ain't My Fault
0.0439,114.964,Justin Timberlake,pop,2002,283626,Like I Love You
0.0102,97.512,MGMT,rock,2018,299960,Little Dark Age
0.00865,83.089,Kanye West,hip hop,2004,221226,Through The Wire
0.0193,114.948,Olly Murs,"pop, Dance/Electronic",2014,224293,Up (feat. Demi Lovato)
0.0262,105.997,Lil Peep,hip hop,2017,231546,Save That Shit
0.00256,190.05,Fetty Wap,"hip hop, pop",2015,196693,679 (feat. Remy Boyz)
0.0804,120.892,Alessia Cara,"pop, R&B",2015,199453,Here
0.142,175.788,Take That,pop,2006,202066,Patience
0.0604,118.384,Halsey,"pop, Dance/Electronic",2017,181279,Bad At Love
0.00107,142.017,Marilyn Manson,"rock, metal",2003,200426,Tainted Love
0.0294,170.16,Taylor Swift,pop,2015,200106,Bad Blood
0.0825,102.028,Jordin Sparks,"pop, R&B",2007,205160,One Step At a Time
0.235,188.899,Christina Aguilera,pop,2002,245960,Fighter
0.176,102.211,Lauv,"pop, Dance/Electronic",2019,162582,i'm so tired...
0.0589,91.03,Drake,"hip hop, pop, R&B",2018,217925,In My Feelings
0.15,130.009,Sean Kingston,"hip hop, pop, R&B",2007,225373,Beautiful Girls
0.000516,185.406,Avril Lavigne,pop,2004,212413,Nobody's Home
0.0324,97.004,Ruff Endz,R&B,2000,242560,No More
0.262,137.982,Akon,pop,2008,240746,Right Now (Na Na Na)
0.0184,111.995,G-Eazy,"hip hop, pop",2015,251466,"Me, Myself & I"
0.00262,127.985,Calvin Harris,"hip hop, pop, Dance/Electronic",2012,247933,Thinking About You (feat. Ayah Marar)
0.0181,151.684,Katy Perry,pop,2012,229573,E.T.
0.746,145.879,Alex & Sierra,pop,2014,185200,Little Do You Know
0.204,128.07,Taylor Swift,pop,2017,211853,Look What You Made Me Do
0.0455,98.012,The Game,"hip hop, pop",2005,235533,How We Do
0.0479,100.215,Wayne Wonder,"hip hop, R&B",2003,202013,No Letting Go
0.0421,169.999,Ariana Grande,pop,2019,190440,"break up with your girlfriend, i'm bored"
0.0034,116.024,Rita Ora,"hip hop, pop, Dance/Electronic",2012,247026,How We Do (Party)
0.00316,126.928,Alien Ant Farm,"rock, metal",2001,209266,Smooth Criminal
0.232,138.202,No Doubt,"rock, pop",2001,302720,Underneath It All
0.00312,145.992,MNEK,Dance/Electronic,2015,213427,Never Forget You
0.349,83.903,Juice WRLD,hip hop,2018,239835,Lucid Dreams
0.127,106.083,Anne-Marie,"pop, Dance/Electronic",2017,200104,Ciao Adios
0.0253,113.053,Gym Class Heroes,"hip hop, pop",2008,216317,Cookie Jar (feat. The-Dream)
0.000802,133.962,Katy Perry,pop,2012,227333,The One That Got Away
0.00683,167.88,Imagine Dragons,rock,2017,187146,Thunder
0.000624,120.015,Sean Paul,"hip hop, pop",2012,227786,She Doesn't Mind
0.132,143.808,Christina Perri,pop,2013,250706,human
0.0065,169.799,Nelly,"hip hop, pop, R&B",2004,253933,Over And Over
0.00541,144.972,Shop Boyz,"hip hop, pop",2007,253400,Party Like A Rock Star
0.00172,153.398,Kings of Leon,rock,2008,203346,Sex on Fire
0.178,104.946,Lil' Kim,"hip hop, pop, R&B",2003,234800,The Jump Off (feat. Mr. Cheeks) - Remix
0.189,102.03,Savage Garden,pop,1999,281466,Crash and Burn
0.215,123.146,Post Malone,hip hop,2016,220293,Congratulations
0.0213,147.99,Basshunter,pop,2008,148186,Now You're Gone - Video Edit
0.0476,121.958,Loud Luxury,"pop, Dance/Electronic",2017,163216,Body (feat. brando)
0.117,104.923,Black Eyed Peas,"hip hop, pop",2004,217733,Let's Get It Started - Spike Mix
0.0807,121.969,Kungs,"pop, Dance/Electronic",2016,195561,This Girl - Kungs Vs. Cookin' On 3 Burners
0.00223,129.996,Katy Perry,pop,2008,179640,I Kissed A Girl
0.0436,131.012,DJ Casper,set(),2004,222146,Cha Cha Slide - Hardino Mix
0.34,121.243,Justin Timberlake,pop,2006,444333,LoveStoned / I Think She Knows (Interlude)
0.0507,107.005,Eminem,hip hop,2005,274440,Shake That
0.00234,128.008,Alesso,"pop, Dance/Electronic",2012,195480,Years - ラジオ・エディット
0.000289,96.95,My Chemical Romance,rock,2006,311106,Welcome to the Black Parade
0.0846,105.027,Anuel AA,latin,2019,301714,China
0.599,130.97,Coldplay,"rock, pop",2002,307879,Clocks
0.211,117.901,Floetry,"hip hop, pop, R&B",2002,268373,Say Yes
0.513,128.98,Faith Hill,"pop, country",2001,222120,There You'll Be
0.336,100.963,Professor Green,Dance/Electronic,2011,235735,Read All About It
0.123,135.099,DJ Ötzi,"pop, easy listening, Dance/Electronic",2010,219240,Hey Baby (Radio Mix)
0.073,139.0,Britney Spears,pop,2008,224400,Womanizer
0.00341,84.995,Trillville,"hip hop, pop",2004,283454,Some Cut
0.034,106.97,Bruno Mars,pop,2016,225983,24K Magic
0.0154,106.997,Houston,"hip hop, pop",2004,236520,I Like That
0.695,122.769,Tom Odell,pop,2013,244360,Another Love
0.0187,151.994,The Fray,pop,2009,241853,You Found Me
0.046,118.877,Junior Senior,pop,2002,181826,Move Your Feet
0.0703,110.003,Tove Lo,"pop, Dance/Electronic",2014,209160,Habits (Stay High)
0.0114,98.56,Kanye West,hip hop,2005,236600,Touch The Sky
0.33,86.491,Fabolous,"hip hop, pop, R&B",2007,253573,Make Me Better
0.859,120.001,One Direction,pop,2014,226600,Night Changes
0.0909,136.991,Carrie Underwood,"pop, country",2012,240133,Blown Away
0.0954,138.015,Coldplay,"rock, pop",2008,242373,Viva La Vida
0.203,110.019,Natasha Bedingfield,pop,2008,203440,Pocketful of Sunshine
0.555,89.391,benny blanco,"hip hop, pop",2018,173799,Eastside (with Halsey & Khalid)
0.337,86.917,Kanye West,hip hop,2007,203493,Homecoming
0.027,72.022,Rita Ora,"hip hop, pop, Dance/Electronic",2012,228026,R.I.P. (feat. Tinie Tempah)
0.0114,99.916,LL Cool J,"hip hop, pop, R&B",2004,267320,Headsprung
0.143,99.099,Beyoncé,"pop, R&B",2011,253746,Best Thing I Never Had
0.295,60.019,Jeremih,"hip hop, pop, R&B",2009,226506,Birthday Sex
0.258,146.024,OneRepublic,pop,2009,238000,All The Right Moves
0.0904,94.981,Iggy Azalea,"hip hop, pop",2014,199938,Fancy
0.0208,129.005,Hinder,"pop, rock, metal",2019,261053,Lips Of An Angel
0.0679,126.062,David Guetta,"hip hop, pop, Dance/Electronic",2012,245040,Titanium (feat. Sia)
0.0717,148.021,OneRepublic,pop,2009,224693,Secrets
0.000704,145.889,Flo Rida,"hip hop, pop",2015,190185,GDFR (feat. Sage the Gemini & Lookas)
0.0841,90.024,Twenty One Pilots,rock,2016,195920,Heathens
0.000397,98.998,Lady Gaga,pop,2009,274213,Alejandro
0.00327,123.907,Lady Gaga,pop,2011,260253,Born This Way
0.000354,115.998,Nickelback,"rock, metal",2008,252653,Gotta Be Somebody
0.0145,110.026,Skrillex,"hip hop, pop, Dance/Electronic",2011,215253,Bangarang (feat. Sirah)
0.0485,98.014,Sugababes,"pop, R&B",2003,237693,Too Lost In You
4.14e-05,125.036,Kesha,"pop, Dance/Electronic",2010,215200,Take It Off
0.00314,131.934,Katy Perry,pop,2013,215672,Dark Horse
0.0531,121.939,Gorgon City,"pop, Dance/Electronic",2014,198880,Ready For Your Love
0.421,113.922,*NSYNC,pop,2001,292000,Gone
0.0346,127.041,Edward Maya,pop,2010,184573,Stereo Love - Radio Edit
0.0153,127.995,Fedde Le Grand,"pop, Dance/Electronic",2015,150533,Put Your Hands Up For Detroit - Radio Edit
0.692,98.027,Tones And I,pop,2019,209438,Dance Monkey
0.279,150.002,Drake,"hip hop, pop, R&B",2018,214466,I'm Upset
0.23,172.302,The Streets,"hip hop, Dance/Electronic",2004,254266,Fit but You Know It
0.00347,134.96,Drake,"hip hop, pop, R&B",2016,267066,Hotline Bling
0.00023,125.997,Sidney Samson,Dance/Electronic,2009,320348,Riverside
0.213,128.035,Calvin Harris,"hip hop, pop, Dance/Electronic",2014,227266,Outside (feat. Ellie Goulding)
0.00615,126.127,Dizzee Rascal,"hip hop, pop, Dance/Electronic",2011,177573,Bonkers
0.00711,126.008,Galantis,"pop, Dance/Electronic",2015,227073,Runaway (U & I)
0.071,159.841,T.I.,"hip hop, pop",2008,338853,Live Your Life
0.04,121.993,Ariana Grande,pop,2018,205920,no tears left to cry
0.00776,103.967,Drake,"hip hop, pop, R&B",2016,173986,One Dance
0.0605,129.221,Baha Men,R&B,2000,198400,Who Let The Dogs Out
0.00534,130.003,Cardi B,"hip hop, pop",2018,183527,Money
0.0722,123.943,iio,Dance/Electronic,2006,253586,Rapture (feat.Nadia Ali)
0.135,169.533,James Arthur,pop,2013,209440,Impossible
0.0165,154.983,Drake,"hip hop, pop, R&B",2018,238614,Nonstop
0.329,92.854,Ludacris,"hip hop, pop",2006,280680,Runaway Love
0.0466,102.04,Sean Paul,"hip hop, pop",2018,221176,No Lie
0.392,98.052,Jeremih,"hip hop, pop, R&B",2015,266840,Don't Tell 'Em
0.186,104.992,Camila Cabello,pop,2017,216896,Havana (feat. Young Thug)
0.0017,163.961,Eminem,hip hop,2002,339546,Sing For The Moment
0.00523,140.042,Chase & Status,Dance/Electronic,2011,233666,Blind Faith
0.124,129.078,Rui Da Silva,Dance/Electronic,2001,213133,Touch Me (Radio Edit) [feat. Cassandra]
0.000813,137.133,Jay Rock,"hip hop, pop",2018,229670,"King's Dead (with Kendrick Lamar, Future & James Blake)"
0.893,135.047,Adele,"pop, R&B",2011,285240,Someone Like You
0.0204,179.974,Lil Tecca,hip hop,2019,131240,Ransom
0.0106,149.28,Fat Joe,"hip hop, pop",2006,247413,Make It Rain
0.0811,139.691,Justin Bieber,pop,2012,229466,As Long As You Love Me
0.0293,175.868,Beyoncé,"pop, R&B",2007,227853,Irreplaceable
0.011,110.127,Dua Lipa,pop,2017,187957,Hotter Than Hell
0.00916,88.009,Toni Braxton,"pop, R&B",2000,261933,He Wasn't Man Enough
0.204,133.912,Sam Smith,pop,2014,192670,Money On My Mind
0.00379,119.975,Taio Cruz,"hip hop, pop",2010,202613,Dynamite
0.0264,139.987,Mariah Carey,"pop, R&B",2005,201400,We Belong Together
0.214,95.005,Ed Sheeran,pop,2019,206186,Cross Me (feat. Chance the Rapper & PnB Rock)
0.3,79.984,Dido,pop,1999,218360,Thank You
0.132,92.887,Mary J. Blige,"pop, R&B",2001,265866,Family Affair
0.00132,103.502,Crazy Town,"rock, metal",1999,216733,Butterfly
0.149,123.984,J. Cole,hip hop,2019,213593,MIDDLE CHILD
5.15e-05,155.827,Creed,"pop, rock, metal",1999,316733,Higher
0.000748,143.048,Scooter,"pop, Dance/Electronic",2013,208449,Nessaja
0.0117,126.986,Jessie J,"hip hop, pop",2011,231840,Domino
0.00523,114.452,Fall Out Boy,rock,2005,180266,"Dance, Dance"
0.119,121.549,Sisqo,"hip hop, pop, R&B",1999,253733,Thong Song
0.00441,114.101,Demi Lovato,pop,2015,214746,Cool for the Summer
0.0159,121.985,Disclosure,"pop, Dance/Electronic",2013,255631,Latch
0.0468,131.942,Wiley,"hip hop, Dance/Electronic",2008,170480,Wearing My Rolex - Radio Edit
0.0594,171.609,Ludacris,"hip hop, pop",2004,270746,Get Back
0.00676,79.993,Kelly Rowland,"hip hop, pop, R&B",2002,249293,Stole
0.192,163.99,Iggy Azalea,"hip hop, pop",2014,209423,Black Widow
0.0153,68.976,Tom Walker,"rock, pop",2017,185863,Leave a Light On
0.872,103.971,Plain White T's,pop,2005,232533,Hey There Delilah
0.25,113.324,Britney Spears,pop,2007,251240,Gimme More
0.0863,124.921,Rihanna,"hip hop, pop, R&B",2008,238626,Disturbia
0.000102,187.961,Nickelback,"rock, metal",2011,190786,When We Stand Together
0.000337,127.999,Guru Josh Project,hip hop,2011,190013,Infinity 2008
0.0614,96.951,Sunshine Anderson,"pop, R&B",2001,295826,Heard It All Before
0.0608,75.445,DaBaby,hip hop,2019,163320,Suge
0.194,146.034,Sheck Wes,hip hop,2018,183906,Mo Bamba
0.00135,172.094,Nickelback,"rock, metal",2001,223840,How You Remind Me
0.0185,123.063,Robin Schulz,"pop, Dance/Electronic",2015,219043,Sugar (feat. Francesco Yates)
0.0422,143.555,Mariah Carey,"pop, R&B",2005,233866,Don't Forget About Us - Radio Edit
0.0304,124.484,MIKA,pop,2006,235173,Love Today
0.00733,100.0,Jennifer Lopez,"hip hop, pop, R&B",2002,187840,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix
0.00952,125.916,Icona Pop,"pop, Dance/Electronic",2013,157152,I Love It (feat. Charli XCX)
0.0444,144.036,Jason Derulo,"hip hop, pop",2010,221253,Whatcha Say
0.298,130.993,Fergie,"pop, R&B",2006,246600,Glamorous
0.158,168.001,Diddy - Dirty Money,"hip hop, pop, R&B",2010,238693,Coming Home
0.0772,92.515,Wyclef Jean,set(),2007,241133,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)"
0.00128,118.035,Mark Ronson,pop,2007,232946,Stop Me (feat. Daniel Merriweather)
0.00272,172.977,Paramore,"pop, rock",2007,211520,Misery Business
0.00425,138.852,Creed,"pop, rock, metal",1999,274800,With Arms Wide Open
0.417,140.329,JAY-Z,hip hop,2009,253906,Young Forever
0.157,95.881,DJ Snake,"hip hop, pop, Dance/Electronic",2018,212500,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)"
0.00462,144.106,Avril Lavigne,pop,2004,202013,Don't Tell Me
0.0876,145.914,Migos,"hip hop, pop",2018,276147,Walk It Talk It
0.0239,126.05,Owl City,"rock, pop",2012,205933,Good Time
0.00022,129.026,Ida Corr,set(),2012,151973,Let Me Think About It
0.00569,105.024,Lady Gaga,pop,2008,216333,LoveGame
0.0659,125.022,Cardi B,"hip hop, pop",2018,223712,Bodak Yellow
0.00412,120.0,Robin Thicke,"pop, R&B",2013,263053,Blurred Lines
0.0862,122.993,Kiesza,"pop, Dance/Electronic",2014,251986,Hideaway
0.0155,73.464,T.I.,"hip hop, pop",2006,274333,What You Know
0.121,97.996,Blue,pop,2001,223546,All Rise
0.0194,122.746,Daft Punk,"hip hop, Dance/Electronic",2001,320357,One More Time
0.1,130.021,LMFAO,"hip hop, pop, Dance/Electronic",2011,199480,Sexy And I Know It
0.31,87.016,Ellie Goulding,"pop, rock, Dance/Electronic",2014,231211,Burn
0.11,93.989,Daddy Yankee,latin,2019,193226,Con Calma
0.0921,124.022,Pitbull,"hip hop, pop, latin",2014,229360,Time of Our Lives
0.14,99.998,The Game,"hip hop, pop",2005,206400,Hate It Or Love It
0.000172,184.981,Trapt,"rock, metal",2002,285569,Headstrong
0.0392,122.003,Calvin Harris,"hip hop, pop, Dance/Electronic",2015,212640,How Deep Is Your Love
0.0135,115.142,No Doubt,"rock, pop",2001,242586,Hella Good
0.00264,174.983,Rudimental,"pop, Dance/Electronic",2013,292586,Waiting All Night (feat. Ella Eyre)
0.00163,133.993,Avicii,"pop, Dance/Electronic",2017,181672,Without You (feat. Sandro Cavazza)
0.191,184.009,Fergie,"pop, R&B",2006,240426,Clumsy
0.116,84.11,Britney Spears,pop,1999,243533,Born to Make You Happy
0.193,112.009,Charlie Puth,pop,2018,180493,Done for Me (feat. Kehlani)
0.333,79.01,Ronan Keating,"pop, rock",2002,214306,If Tomorrow Never Comes
0.000418,141.955,Klaxons,rock,2007,165120,Golden Skans
0.0915,99.961,OneRepublic,pop,2016,169773,Wherever I Go
0.618,109.598,Aaliyah,"hip hop, pop, R&B",2002,245240,Miss You - Main
0.31,127.999,Avicii,"pop, Dance/Electronic",2015,230613,Waiting For Love
0.077,125.011,Ashley O,set(),2019,154447,On A Roll
0.000722,163.983,Avril Lavigne,pop,2007,216600,Girlfriend
0.0234,125.985,Jax Jones,"hip hop, pop, Dance/Electronic",2017,207629,Breathe
0.181,96.005,Far East Movement,"hip hop, pop",2010,211253,Rocketeer
0.00379,130.002,Britney Spears,pop,2011,210266,I Wanna Go
0.389,101.993,NSG,"World/Traditional, hip hop",2020,240081,Options
0.237,107.657,Shakira,"pop, latin",2001,196160,"Whenever, Wherever"
0.0185,132.612,Selena Gomez & The Scene,"pop, Dance/Electronic",2009,202586,Naturally
0.0505,111.97,Gnarls Barkley,"hip hop, R&B",2006,177466,Crazy
0.0109,100.093,Drake,"hip hop, pop, R&B",2010,233560,Over
0.515,140.141,Soulja Boy,"hip hop, pop",2007,221933,Crank That (Soulja Boy)
0.241,89.488,Ashanti,"hip hop, pop, R&B",2002,262226,Happy
0.227,127.884,David Guetta,"hip hop, pop, Dance/Electronic",2012,208133,Without You (feat. Usher)
0.0161,142.929,Bazzi,"pop, Dance/Electronic",2018,131064,Mine
0.431,101.654,Vance Joy,"rock, pop",2014,204280,Riptide
0.00544,131.497,Waka Flocka Flame,"hip hop, pop",2010,263773,No Hands (feat. Roscoe Dash & Wale)
0.157,159.803,The Chainsmokers,"pop, Dance/Electronic",2016,208373,Don't Let Me Down
0.0762,100.584,The Weeknd,"pop, R&B",2018,211440,Pray For Me (with Kendrick Lamar)
0.08,151.95,Avril Lavigne,pop,2002,223066,I'm with You
0.134,86.009,Chris Brown,"hip hop, pop, R&B",2007,252120,With You
0.0173,127.002,Gigi D'Agostino,pop,1999,285426,The Riddle
0.107,112.913,Tyrese,"hip hop, pop, R&B",2002,294693,How You Gonna Act Like That
0.0253,167.953,Gorillaz,hip hop,2001,340920,Clint Eastwood
0.0991,120.028,Kesha,"pop, Dance/Electronic",2010,199693,TiK ToK
